"","interest_rate","income_ver","debt_to_income","credit_util","bankruptcy","term","issue","credit_checks"
"455",14.07,"Source Verified",18.19,"0.953","no",36,3,2
"456",10.42,"Not Verified",14.11,"0.563","no",60,2,1
"457",7.97,"Source Verified",20.27,"0.119","no",36,2,3
"458",21.45,"Verified",10.91,"0.078","no",60,1,2
"459",21.45,"Source Verified",1.8,"0.718","no",36,2,3
"460",26.77,"Verified",19.66,"0.217","no",60,3,6
"461",20.39,"Verified",27.48,"0.413","no",60,3,3
"462",10.42,"Not Verified",24.28,"0.599","no",36,2,0
"463",17.47,"Source Verified",12.36,"0.582","no",36,3,2
"464",7.34,"Not Verified",21.53,"0.195","no",60,2,4
"465",7.35,"Verified",14.08,"0.067","no",36,3,0
"466",17.09,"Source Verified",9.84,"0.988","no",36,1,1
"467",13.59,"Source Verified",38.49,"0.420","no",36,1,4
"468",6.07,"Not Verified",1.98,"0.027","no",36,3,1
"469",9.93,"Verified",55.61,"0.781","no",36,2,0
"470",9.44,"Not Verified",11.06,"0.128","no",36,1,2
"471",11.99,"Not Verified",39.03,"0.109","no",36,2,1
"472",25.82,"Not Verified",29.17,"0.636","no",60,1,2
"473",19.03,"Source Verified",27.43,"0.586","no",60,1,5
"474",10.41,"Verified",12.13,"0.139","no",36,2,2
"475",12.61,"Source Verified",7.06,"0.994","no",36,3,0
"476",6.71,"Not Verified",2.96,"0.163","no",36,3,1
"477",10.42,"Not Verified",5.78,"0.279","no",36,1,0
"478",18.06,"Verified",32.86,"0.365","yes",36,2,4
"479",6.08,"Source Verified",10.6,"0.336","no",36,2,1
"480",7.97,"Source Verified",11.2,"0.712","no",36,1,0
"481",24.85,"Source Verified",44.35,"0.532","yes",60,1,2
"482",15.04,"Source Verified",16.11,"0.903","no",36,3,2
"483",21.45,"Not Verified",10.15,"0.091","yes",60,1,1
"484",17.09,"Not Verified",23.35,"0.691","no",36,1,1
"485",20,"Source Verified",4.87,"0.251","no",36,2,7
"486",9.44,"Not Verified",8.25,"0.283","yes",36,2,0
"487",15.04,"Not Verified",16.49,"0.274","no",60,3,1
"488",20.39,"Source Verified",16.05,"0.110","no",60,3,1
"489",7.97,"Not Verified",5.83,"0.294","no",36,1,1
"490",11.98,"Source Verified",21.5,"0.612","no",36,3,2
"491",6.07,"Verified",2.58,"0.202","no",36,3,2
"492",21.45,"Verified",41.51,"0.786","no",60,1,3
"493",9.44,"Not Verified",11.83,"0.625","no",36,3,0
"494",9.43,"Source Verified",5.03,"0.298","yes",36,3,0
"495",21.85,"Source Verified",10.67,"0.061","yes",60,2,3
"496",11.99,"Source Verified",7.52,"0.202","no",60,2,1
"497",10.42,"Not Verified",17.25,"0.546","no",60,2,2
"498",13.59,"Source Verified",37.73,"0.693","no",36,2,3
"499",7.35,"Source Verified",16.12,"0.168","no",36,1,1
"500",6.71,"Verified",10.8,"0.037","no",36,3,0
"501",9.44,"Not Verified",17.75,"0.387","yes",36,2,2
"502",6.72,"Verified",18.85,"0.148","no",36,1,2
"503",7.97,"Source Verified",26.03,"0.295","no",36,2,1
"504",15.05,"Source Verified",28.5,"0.431","no",60,2,5
"505",6.72,"Source Verified",14.8,"0.129","no",36,2,1
"506",5.32,"Not Verified",6.78,"0.044","no",36,1,0
"507",17.47,"Not Verified",13.53,"0.550","no",36,2,3
"508",15.05,"Source Verified",16.83,"0.795","no",36,1,2
"509",10.91,"Not Verified",16.05,"0.658","no",36,1,0
"510",21.45,"Verified",19.15,"0.495","no",60,2,3
"511",5.32,"Not Verified",10.78,"0.071","no",36,1,1
"512",12.62,"Source Verified",8.93,"0.651","no",36,2,0
"513",12.61,"Not Verified",12.37,"0.509","no",36,3,5
"514",10.91,"Source Verified",3.85,"0.243","no",36,1,1
"515",5.32,"Source Verified",12.5,"0.113","no",36,1,2
"516",7.96,"Source Verified",1.64,"0.027","no",36,3,1
"517",11.99,"Not Verified",469.09,"0.172","no",36,2,6
"518",6.08,"Source Verified",23.15,"0.233","no",36,2,0
"519",13.58,"Verified",18.65,"0.201","no",36,3,2
"520",7.35,"Not Verified",23.46,"0.538","no",36,2,1
"521",7.97,"Not Verified",14.96,"0.134","no",36,1,0
"522",10.42,"Source Verified",12.23,"0.102","no",36,1,0
"523",6.71,"Source Verified",13.96,"0.485","no",36,3,0
"524",5.31,"Not Verified",10.4,"0.043","no",36,3,0
"525",12.61,"Not Verified",8.29,"0.538","no",36,2,2
"526",25.82,"Not Verified",25.76,"0.175","no",36,1,1
"527",18.06,"Source Verified",37.87,"0.193","no",36,1,1
"528",9.44,"Source Verified",12.31,"0.500","yes",36,1,1
"529",19.03,"Not Verified",21.29,"0.674","no",36,1,1
"530",5.32,"Not Verified",20.76,"0.152","no",36,1,2
"531",11.99,"Source Verified",0.88,"0.022","no",36,2,6
"532",7.96,"Not Verified",20.44,"0.311","no",36,3,0
"533",18.45,"Source Verified",32.67,"0.094","no",36,3,2
"534",28.72,"Verified",75.45,"0.306","no",60,3,4
"535",9.92,"Not Verified",26.11,"0.373","no",60,3,1
"536",7.96,"Source Verified",10.83,"0.806","no",36,3,1
"537",13.58,"Not Verified",15.81,"0.277","no",36,2,2
"538",7.34,"Source Verified",28.19,"0.847","no",36,3,1
"539",9.43,"Source Verified",18.5,"0.174","no",36,3,12
"540",15.05,"Verified",18.73,"0.639","no",36,2,0
"541",11.98,"Not Verified",5.78,"0.863","no",36,2,2
"542",13.59,"Verified",29.4,"0.625","yes",36,1,4
"543",14.08,"Verified",22.67,"0.415","no",36,2,2
"544",14.07,"Source Verified",21.34,"0.615","no",60,3,1
"545",16.01,"Not Verified",16.65,"0.798","no",36,3,5
"546",9.43,"Verified",83.4,"0.652","no",36,3,1
"547",9.93,"Not Verified",14.31,"0.455","no",36,1,1
"548",12.61,"Source Verified",14.22,"0.645","no",60,2,2
"549",14.08,"Source Verified",29.67,"0.473","no",60,2,0
"550",16.02,"Verified",24.71,"0.214","yes",60,1,2
"551",19.03,"Verified",17.59,"0.668","yes",60,1,2
"552",9.93,"Source Verified",30.97,"0.601","no",60,2,0
"553",7.96,"Not Verified",16.27,"0.181","yes",36,3,8
"554",10.91,"Source Verified",4.57,"0.584","yes",36,1,1
"555",18.06,"Source Verified",19.45,"0.633","no",60,1,1
"556",5.31,"Not Verified",14.49,"0.547","no",36,2,0
"557",11.98,"Verified",13.23,"0.097","no",60,3,3
"558",21.85,"Verified",32.77,"0.563","no",36,3,1
"559",7.35,"Verified",25.01,"0.102","no",36,1,1
"560",9.93,"Source Verified",11.39,"0.080","no",60,1,3
"561",6.08,"Not Verified",20.28,"0.105","yes",36,2,1
"562",16.01,"Verified",17.78,"0.470","no",36,3,7
"563",10.9,"Source Verified",4.4,"0.690","no",36,3,2
"564",7.35,"Source Verified",3.92,"0.199","no",36,1,6
"565",9.93,"Source Verified",27.4,"0.101","no",60,1,0
"566",6.72,"Verified",16.53,"0.058","no",36,1,0
"567",9.92,"Not Verified",11.08,"0.186","no",36,3,1
"568",21.45,"Verified",18.36,"0.439","no",60,2,0
"569",21.85,"Source Verified",10.72,"0.573","no",60,3,2
"570",20,"Verified",21.34,"0.300","no",36,1,8
"571",10.9,"Source Verified",25.76,"0.682","no",36,3,0
"572",13.58,"Not Verified",21.93,"0.551","no",36,2,1
"573",21.85,"Source Verified",5.36,"0.561","no",60,3,4
"574",10.9,"Not Verified",28.28,"0.891","no",36,3,11
"575",10.42,"Source Verified",6.84,"0.661","yes",36,1,4
"576",22.91,"Source Verified",29.53,"0.168","no",36,2,3
"577",12.62,"Source Verified",9.08,"0.513","no",36,1,0
"578",14.07,"Not Verified",33.62,"0.162","yes",36,2,3
"579",15.05,"Source Verified",28.61,"0.738","no",36,1,2
"580",9.93,"Not Verified",20.12,"0.182","no",60,1,1
"581",16.01,"Verified",29.49,"0.582","yes",36,3,1
"582",12.62,"Not Verified",33.14,"0.120","no",60,1,5
"583",7.35,"Not Verified",15.09,"0.089","no",36,2,2
"584",15.04,"Verified",17.75,"0.310","no",60,3,2
"585",9.44,"Source Verified",41.44,"0.523","no",36,2,6
"586",16.01,"Verified",5.74,"0.601","no",36,2,3
"587",10.9,"Verified",11.24,"0.561","no",36,3,0
"588",6.72,"Source Verified",37.03,"0.217","no",36,2,1
"589",9.93,"Source Verified",18.18,"0.071","no",36,1,5
"590",11.99,"Source Verified",13.67,"0.211","no",36,1,1
"591",9.93,"Not Verified",13,"0.528","no",36,2,4
"592",10.41,"Source Verified",24.29,"0.741","yes",36,3,2
"593",13.59,"Verified",24.81,"0.537","no",36,1,0
"594",15.05,"Not Verified",20.96,"0.109","yes",36,2,0
"595",14.08,"Verified",16.34,"0.623","yes",60,1,1
"596",19.03,"Source Verified",13.97,"0.771","no",36,2,0
"597",6.08,"Not Verified",22.08,"0.278","no",36,2,0
"598",11.99,"Not Verified",23.05,"0.223","no",36,2,2
"599",5.31,"Not Verified",10.97,"0.086","no",36,2,1
"600",12.62,"Source Verified",34.55,"0.327","no",60,2,1
"601",13.59,"Verified",12.89,"0.411","no",36,1,0
"602",13.59,"Source Verified",15.26,"0.306","no",36,1,3
"603",11.98,"Source Verified",34.83,"0.942","yes",36,3,3
"604",14.08,"Not Verified",37.22,"0.295","no",36,1,0
"605",15.05,"Not Verified",12.47,"0.761","no",36,1,0
"606",12.62,"Not Verified",9.76,"0.474","no",36,1,1
"607",10.9,"Source Verified",4.57,"0.044","no",60,3,0
"608",10.9,"Not Verified",12.33,"0.254","no",60,2,1
"609",6.72,"Source Verified",9.43,"0.451","no",36,1,3
"610",9.92,"Not Verified",10.07,"0.650","no",36,3,0
"611",16.02,"Source Verified",12.22,"0.835","no",60,1,0
"612",9.43,"Not Verified",2.2,"0.411","no",36,3,0
"613",11.99,"Source Verified",19.66,"0.410","no",60,2,5
"614",13.59,"Not Verified",37.95,"0.548","no",60,2,1
"615",6.72,"Verified",20.57,"0.301","no",36,1,0
"616",13.58,"Not Verified",28.46,"0.528","no",36,2,0
"617",9.92,"Source Verified",13.63,"0.447","no",36,3,0
"618",10.41,"Not Verified",14.91,"0.411","no",36,3,1
"619",10.91,"Not Verified",5.3,"0.593","no",36,2,0
"620",12.61,"Verified",32.85,"0.711","no",60,3,3
"621",10.91,"Source Verified",10.94,"0.355","no",36,1,4
"622",6.07,"Not Verified",10.15,"0.688","no",36,3,1
"623",10.42,"Not Verified",11.12,"0.314","no",36,2,0
"624",9.43,"Verified",17.84,"0.153","no",36,3,6
"625",6.08,"Verified",58.92,"0.075","no",36,3,1
"626",10.91,"Source Verified",21.6,"0.209","no",60,2,4
"627",6.07,"Not Verified",19.4,"0.276","no",36,3,1
"628",9.44,"Not Verified",23.57,"0.136","no",60,2,3
"629",16.02,"Verified",14.66,"0.716","no",36,2,0
"630",10.42,"Source Verified",6.07,"0.065","no",36,1,2
"631",9.44,"Not Verified",25.17,"0.184","no",60,1,4
"632",7.34,"Not Verified",7.88,"0.741","no",36,2,0
"633",19.42,"Verified",16.89,"0.151","no",36,3,2
"634",15.05,"Source Verified",14.26,"0.653","no",36,1,0
"635",16.02,"Source Verified",8.88,"0.225","no",60,2,0
"636",16.02,"Source Verified",16.06,"0.660","no",60,3,0
"637",14.07,"Not Verified",10.52,"0.610","no",60,3,2
"638",10.41,"Verified",18.42,"0.087","no",36,3,1
"639",14.08,"Verified",32.34,"0.746","no",36,1,4
"640",11.99,"Not Verified",30.83,"1.227","yes",36,2,0
"641",10.42,"Not Verified",11.96,"0.663","no",60,1,0
"642",13.59,"Verified",44.07,"0.758","no",60,3,1
"643",6.08,"Source Verified",32.48,"0.166","no",36,1,4
"644",6.71,"Not Verified",29.87,"0.609","no",36,3,0
"645",10.42,"Not Verified",19.24,"0.685","no",36,1,3
"646",7.34,"Not Verified",19.76,"0.210","no",36,3,1
"647",17.47,"Verified",20.68,"0.413","no",36,3,0
"648",9.93,"Not Verified",9.94,"0.114","no",36,1,0
"649",17.09,"Source Verified",1.43,"0.436","no",60,1,6
"650",12.62,"Source Verified",20.38,"0.190","no",60,1,0
"651",21.45,"Verified",1.12,"0.202","no",60,1,5
"652",7.97,"Verified",36.35,"0.222","no",36,1,2
"653",9.93,"Verified",7.19,"0.419","no",60,3,2
"654",7.96,"Not Verified",6.65,"0.507","no",36,2,0
"655",6.72,"Not Verified",28.74,"0.466","no",36,2,0
"656",16.01,"Source Verified",30.81,"0.242","no",60,3,6
"657",7.96,"Not Verified",7.42,"0.490","no",36,3,1
"658",10.42,"Not Verified",21.62,"0.284","no",36,2,5
"659",6.08,"Not Verified",6.24,"0.094","no",36,1,1
"660",6.72,"Not Verified",22.18,"0.698","no",36,1,1
"661",5.31,"Verified",25.63,"0.115","no",36,2,0
"662",10.42,"Not Verified",34,"0.117","no",36,1,1
"663",25.81,"Source Verified",36.74,"0.415","yes",60,3,0
"664",7.35,"Source Verified",27.23,"0.404","no",36,2,0
"665",10.9,"Source Verified",5.85,"0.145","no",60,3,3
"666",5.32,"Source Verified",16.24,"0.204","no",36,2,0
"667",16.02,"Verified",18.24,"0.216","no",36,1,1
"668",9.92,"Verified",25.05,"0.652","no",36,3,0
"669",6.71,"Source Verified",2.69,"0.113","no",36,2,1
"670",14.08,"Source Verified",27.97,"0.574","no",36,1,1
"671",9.44,"Source Verified",18.2,"0.747","yes",36,1,9
"672",16.02,"Source Verified",20.61,"0.122","no",36,2,3
"673",10.42,"Source Verified",10.96,"0.493","no",36,1,3
"674",7.97,"Not Verified",20.5,"0.536","no",36,2,1
"675",16.02,"Not Verified",20.45,"0.754","no",36,2,5
"676",9.43,"Source Verified",18.04,"0.263","no",36,2,2
"677",11.98,"Not Verified",12.56,"0.064","no",36,2,1
"678",10.9,"Not Verified",29.25,"0.345","no",60,3,0
"679",6.71,"Source Verified",10.5,"0.444","no",36,3,0
"680",6.71,"Not Verified",13.44,"0.507","no",36,3,0
"681",19.03,"Source Verified",16.96,"0.509","no",36,1,1
"682",23.88,"Verified",16.77,"0.710","no",60,1,4
"683",10.9,"Source Verified",8.47,"0.114","no",36,3,5
"684",19.03,"Verified",9.8,"1.019","no",60,2,0
"685",6.72,"Source Verified",23.86,"0.870","no",36,2,0
"686",9.44,"Source Verified",13.06,"0.696","no",36,2,1
"687",5.31,"Not Verified",9.01,"0.230","no",36,2,2
"688",14.07,"Source Verified",23.08,"0.234","no",60,2,2
"689",13.58,"Not Verified",10.85,"0.412","yes",36,3,4
"690",14.08,"Source Verified",29.68,"0.531","no",36,1,4
"691",9.43,"Not Verified",9.23,"0.248","no",36,3,4
"692",10.91,"Not Verified",28.75,"0.174","no",36,2,3
"693",16.02,"Verified",23.02,"0.649","no",36,1,0
"694",18.06,"Source Verified",1.2,"0.112","no",36,2,1
"695",5.31,"Source Verified",10.12,"0.231","no",36,2,0
"696",11.99,"Not Verified",16.31,"0.608","no",60,2,1
"697",28.72,"Source Verified",25.67,"0.163","yes",60,1,1
"698",16.01,"Source Verified",5.81,"0.073","no",36,3,1
"699",10.91,"Source Verified",23.6,"0.442","yes",36,1,12
"700",12.62,"Source Verified",1.85,"0.424","no",36,2,3
"701",22.91,"Source Verified",3.41,"0.477","no",60,1,3
"702",17.09,"Source Verified",22.87,"0.763","no",36,1,0
"703",10.42,"Source Verified",15.57,"0.571","no",36,1,1
"704",7.97,"Source Verified",11.37,"0.135","no",36,1,3
"705",14.08,"Not Verified",9.38,"0.079","no",36,2,2
"706",7.34,"Not Verified",11.3,"0.661","no",36,3,4
"707",7.34,"Not Verified",20.37,"0.149","no",60,2,0
"708",11.99,"Not Verified",15.97,"0.385","no",36,2,1
"709",11.99,"Not Verified",12.84,"0.365","no",60,1,1
"710",10.91,"Not Verified",20.66,"0.273","no",36,1,0
"711",9.44,"Not Verified",34.84,"0.295","no",60,1,7
"712",6.72,"Not Verified",5.95,"0.249","no",36,2,0
"713",18.45,"Source Verified",13.79,"0.378","no",60,3,2
"714",10.42,"Verified",11.07,"0.368","no",60,1,1
"715",17.09,"Source Verified",5.6,"0.556","no",36,2,0
"716",16.01,"Not Verified",23.88,"0.661","no",36,2,17
"717",15.04,"Not Verified",20.23,"0.620","yes",36,3,2
"718",30.17,"Source Verified",8.1,"0.234","no",60,3,5
"719",7.97,"Source Verified",5.53,"0.290","no",36,2,1
"720",9.44,"Source Verified",20.48,"0.650","no",36,1,4
"721",12.61,"Source Verified",21.14,"0.168","no",60,3,3
"722",16.02,"Source Verified",17.27,"0.755","no",60,2,2
"723",14.08,"Source Verified",20.05,"0.272","no",60,1,0
"724",10.91,"Verified",6.37,"0.024","no",36,1,2
"725",17.47,"Source Verified",5.01,"0.361","no",60,3,5
"726",17.09,"Source Verified",34.44,"0.504","no",60,1,2
"727",17.47,"Source Verified",1.75,"0.186","no",60,3,4
"728",10.42,"Source Verified",18.36,"0.195","no",60,2,0
"729",10.91,"Source Verified",4.01,"0.036","no",36,2,2
"730",6.07,"Not Verified",38.05,"0.280","no",36,3,1
"731",16.02,"Source Verified",15.1,"0.638","no",60,1,3
"732",22.91,"Verified",19.54,"0.138","no",60,2,1
"733",11.99,"Not Verified",11.2,"0.451","no",36,1,1
"734",12.61,"Source Verified",10.23,"0.468","no",60,3,1
"735",19.03,"Source Verified",7.27,"0.639","no",60,1,5
"736",15.04,"Source Verified",17.81,"0.784","no",60,3,0
"737",6.07,"Source Verified",28.04,"0.767","no",36,3,2
"738",14.08,"Source Verified",12.55,"0.861","yes",36,1,1
"739",10.9,"Source Verified",55.73,"0.573","no",60,3,0
"740",6.07,"Source Verified",2.38,"0.033","no",36,3,0
"741",10.91,"Not Verified",21.3,"0.473","no",36,1,4
"742",6.72,"Not Verified",27.06,"0.257","no",36,2,1
"743",9.44,"Source Verified",18.33,"0.092","no",60,2,1
"744",25.81,"Source Verified",28.33,"0.817","no",60,3,1
"745",12.61,"Not Verified",15.43,"0.794","no",36,3,0
"746",12.61,"Not Verified",12.45,"0.493","yes",60,2,5
"747",7.35,"Source Verified",34.2,"0.319","no",36,2,0
"748",20,"Not Verified",31.52,"0.284","no",60,1,3
"749",24.84,"Not Verified",12.72,"0.122","no",60,3,4
"750",6.08,"Not Verified",13.89,"0.416","no",36,1,1
"751",11.99,"Verified",0.94,"0.938","no",36,2,0
"752",9.44,"Not Verified",14.42,"0.521","no",60,1,12
"753",5.32,"Not Verified",8.35,"0.470","no",36,2,3
"754",9.92,"Source Verified",20.77,"0.402","no",60,3,8
"755",21.45,"Verified",21.93,"0.806","no",36,2,2
"756",12.61,"Source Verified",4.3,"0.017","no",60,3,0
"757",14.08,"Verified",17.47,"0.055","no",36,2,3
"758",10.9,"Not Verified",16.55,"0.120","no",36,3,1
"759",15.05,"Not Verified",2.97,"0.973","no",36,1,1
"760",11.98,"Not Verified",8.12,"0.504","yes",36,2,0
"761",10.91,"Source Verified",15.06,"0.984","no",36,1,1
"762",14.07,"Not Verified",11.5,"0.177","no",36,3,0
"763",17.09,"Source Verified",31.58,"0.740","no",60,1,0
"764",30.75,"Verified",20.98,"0.882","no",36,3,3
"765",29.69,"Verified",27.2,"0.967","no",60,3,2
"766",11.98,"Verified",18.49,"0.214","no",36,3,4
"767",5.32,"Not Verified",7.79,"0.097","no",36,2,0
"768",13.59,"Source Verified",19.35,"0.362","no",60,1,0
"769",15.05,"Source Verified",24.08,"0.279","no",60,1,0
"770",14.08,"Not Verified",21.07,"0.561","no",60,1,0
"771",19.03,"Not Verified",20.7,"0.196","no",60,2,1
"772",13.59,"Source Verified",26.78,"0.262","no",60,1,0
"773",12.61,"Not Verified",15.59,"0.167","no",36,3,3
"774",18.06,"Source Verified",12.52,"0.517","no",36,1,2
"775",14.08,"Not Verified",14.82,"0.742","no",36,2,0
"776",18.06,"Source Verified",31.5,"0.184","no",36,3,9
"777",6.07,"Not Verified",49.05,"0.505","no",36,3,1
"778",11.99,"Source Verified",33.46,"0.478","no",36,1,0
"779",5.31,"Source Verified",7.64,"0.871","no",36,3,1
"780",10.42,"Not Verified",6.14,"0.446","no",60,1,1
"781",6.08,"Source Verified",7.16,"0.142","no",36,1,1
"782",18.06,"Source Verified",18.23,"0.677","yes",60,1,1
"783",15.05,"Verified",23.47,"0.166","no",36,1,1
"784",6.72,"Not Verified",14.11,"0.046","no",36,2,0
"785",12.62,"Source Verified",23.69,"0.141","yes",36,1,0
"786",6.07,"Verified",8.97,"0.339","no",36,3,3
"787",5.32,"Not Verified",35.76,"0.188","no",36,2,0
"788",7.34,"Not Verified",3.81,"0.061","no",36,3,0
"789",9.93,"Source Verified",19.43,"0.355","no",36,2,6
"790",15.04,"Source Verified",10.79,"0.097","no",60,3,4
"791",6.07,"Source Verified",10.05,"0.071","no",36,3,0
"792",10.41,"Not Verified",21.09,"0.155","no",60,3,1
"793",5.32,"Not Verified",5.8,"0.071","no",60,1,1
"794",16.01,"Not Verified",7.56,"0.633","no",36,3,2
"795",28.72,"Source Verified",27.81,"0.689","no",60,2,1
"796",7.35,"Not Verified",18.25,"0.337","no",36,2,0
"797",5.31,"Not Verified",17.33,"0.101","no",36,3,0
"798",6.72,"Source Verified",1.03,"0.102","no",36,2,0
"799",7.97,"Not Verified",59.44,"0.281","no",36,1,5
"800",15.04,"Source Verified",14.04,"0.066","no",60,3,3
"801",21.45,"Source Verified",19.23,"0.908","no",60,1,2
"802",14.07,"Not Verified",22.64,"0.647","no",60,3,1
"803",6.72,"Not Verified",15.33,"0.212","yes",36,1,4
"804",11.99,"Source Verified",5.92,"0.469","no",36,1,1
"805",10.9,"Source Verified",9.78,"0.636","no",60,3,0
"806",6.72,"Source Verified",11.29,"0.261","yes",36,1,0
"807",9.92,"Not Verified",23.3,"0.324","yes",36,3,3
"808",7.97,"Not Verified",24.93,"0.281","no",36,1,1
"809",7.34,"Verified",17.43,"0.602","no",36,3,1
"810",9.92,"Not Verified",3.05,"0.559","no",36,3,0
"811",9.43,"Verified",5.16,"0.659","no",36,3,0
"812",10.42,"Source Verified",7.17,"0.829","no",36,2,1
"813",16.02,"Verified",28.63,"0.897","no",36,2,8
"814",6.08,"Source Verified",12.13,"0.263","no",36,1,1
"815",20.39,"Not Verified",3.62,"0.570","no",36,2,0
"816",13.59,"Source Verified",5.98,"0.039","no",36,2,2
"817",9.44,"Source Verified",16.19,"0.158","no",60,1,0
"818",10.42,"Not Verified",16.11,"1.047","no",36,1,1
"819",9.92,"Not Verified",7.91,"0.044","yes",60,3,1
"820",11.99,"Not Verified",12.52,"0.511","no",60,1,0
"821",6.72,"Not Verified",17.83,"0.556","no",36,3,0
"822",18.06,"Verified",32.42,"0.272","no",36,2,5
"823",9.93,"Not Verified",144.3,"0.081","yes",60,1,4
"824",10.42,"Verified",13.74,"0.100","no",36,1,1
"825",14.08,"Verified",26.78,"0.711","no",36,1,0
"826",9.43,"Source Verified",17.63,"0.210","no",60,3,2
"827",16.02,"Verified",17.6,"0.777","no",36,3,6
"828",6.72,"Not Verified",18.25,"0.444","no",36,2,0
"829",9.43,"Not Verified",18,"0.316","yes",36,3,2
"830",7.35,"Not Verified",20.7,"0.302","no",36,1,2
"831",6.08,"Not Verified",12.58,"0.692","no",36,1,1
"832",6.08,"Not Verified",13.11,"0.597","no",36,1,7
"833",10.91,"Not Verified",17.39,"0.908","no",36,1,2
"834",17.09,"Source Verified",18.7,"0.142","yes",60,1,4
"835",19.42,"Not Verified",5.31,"0.097","no",60,2,1
"836",11.99,"Verified",35.08,"0.725","yes",60,2,0
"837",13.58,"Not Verified",21.44,"0.065","yes",36,3,6
"838",11.99,"Source Verified",18.63,"0.573","no",36,1,5
"839",13.59,"Source Verified",17.68,"0.900","no",60,1,0
"840",9.44,"Source Verified",13.88,"0.823","no",36,2,4
"841",17.09,"Not Verified",19.2,"0.085","yes",36,1,0
"842",11.98,"Not Verified",27.64,"0.592","no",60,3,0
"843",20.39,"Not Verified",37.44,"0.589","no",36,3,3
"844",26.3,"Verified",37.62,"0.560","yes",60,2,0
"845",13.59,"Not Verified",11.6,"0.063","no",60,2,0
"846",9.93,"Source Verified",15.14,"0.887","no",36,2,1
"847",10.41,"Source Verified",10.88,"0.780","no",36,3,0
"848",12.62,"Not Verified",3.23,"0.322","no",36,2,0
"849",17.09,"Not Verified",9.9,"0.704","no",36,1,1
"850",6.07,"Source Verified",10.78,"0.319","no",36,3,1
"851",24.85,"Verified",26.08,"0.377","yes",60,1,2
"852",10.91,"Source Verified",12.63,"0.256","no",36,1,4
"853",5.31,"Source Verified",2.91,"0.011","no",36,3,0
"854",6.08,"Source Verified",7.11,"0.259","no",36,1,1
