interest_rate,income_ver,debt_to_income,credit_util,bankruptcy,term,issue,credit_checks,credit_utilized
10.42,Not Verified,14.11,0.56297619,0,60,2,1,23645
7.97,Source Verified,20.27,0.118564255,0,36,2,3,32606
21.45,Verified,10.91,0.077818861,0,60,1,2,42661
21.45,Source Verified,1.8,0.717559064,0,36,2,3,12088
26.77,Verified,19.66,0.217172133,0,60,3,6,100251
20.39,Verified,27.48,0.412816258,0,60,3,3,80848
10.42,Not Verified,24.28,0.5988831,0,36,2,0,49545
17.47,Source Verified,12.36,0.581940115,0,36,3,2,24644
7.34,Not Verified,21.53,0.194791505,0,60,2,4,30121
7.35,Verified,14.08,0.066782689,0,36,3,0,15004
17.09,Source Verified,9.84,0.987692308,0,36,1,1,6420
13.59,Source Verified,38.49,0.420142081,0,36,1,4,106927
6.07,Not Verified,1.98,0.026823506,0,36,3,1,5507
9.93,Verified,55.61,0.781090547,0,36,2,0,227477
9.44,Not Verified,11.06,0.127932582,0,36,1,2,23181
11.99,Not Verified,39.03,0.108949176,0,36,2,1,44067
25.82,Not Verified,29.17,0.636364307,0,60,1,2,86207
19.03,Source Verified,27.43,0.585763597,0,60,1,5,31394
10.41,Verified,12.13,0.138504756,0,36,2,2,65723
12.61,Source Verified,7.06,0.993846154,0,36,3,0,6460
6.71,Not Verified,2.96,0.162570093,0,36,3,1,3479
10.42,Not Verified,5.78,0.278693467,0,36,1,0,5546
18.06,Verified,32.86,0.365254597,1,36,2,4,64451
6.08,Source Verified,10.6,0.335748373,0,36,2,1,15478
7.97,Source Verified,11.2,0.711735537,0,36,1,0,40907
24.85,Source Verified,44.35,0.532001816,1,60,1,2,59772
15.04,Source Verified,16.11,0.903416769,0,36,3,2,28080
21.45,Not Verified,10.15,0.091386764,1,60,1,1,23845
17.09,Not Verified,23.35,0.691070506,0,36,1,1,50831
20,Source Verified,4.87,0.25056,0,36,2,7,1566
9.44,Not Verified,8.25,0.283471856,1,36,2,0,14393
15.04,Not Verified,16.49,0.274114339,0,60,3,1,7312
20.39,Source Verified,16.05,0.110198643,0,60,3,1,46483
7.97,Not Verified,5.83,0.294361702,0,36,1,1,5534
11.98,Source Verified,21.5,0.611690209,0,36,3,2,18837
6.07,Verified,2.58,0.20242047,0,36,3,2,14635
21.45,Verified,41.51,0.786465569,0,60,1,3,87186
9.44,Not Verified,11.83,0.625342668,0,36,3,0,29655
9.43,Source Verified,5.03,0.298079096,1,36,3,0,5276
21.85,Source Verified,10.67,0.061244915,1,60,2,3,7527
11.99,Source Verified,7.52,0.20193209,0,60,2,1,57734
10.42,Not Verified,17.25,0.545528811,0,60,2,2,37396
13.59,Source Verified,37.73,0.692607242,0,36,2,3,124323
7.35,Source Verified,16.12,0.168275488,0,36,1,1,32843
6.71,Verified,10.8,0.036793844,0,36,3,0,7957
9.44,Not Verified,17.75,0.387100657,1,36,2,2,16079
6.72,Verified,18.85,0.148369222,0,36,1,2,14566
7.97,Source Verified,26.03,0.294789418,0,36,2,1,68818
15.05,Source Verified,28.5,0.430728795,0,60,2,5,66371
6.72,Source Verified,14.8,0.129102912,0,36,2,1,62775
5.32,Not Verified,6.78,0.043698348,0,36,1,0,20114
17.47,Not Verified,13.53,0.550035211,0,36,2,3,15621
15.05,Source Verified,16.83,0.794719626,0,36,1,2,17007
10.91,Not Verified,16.05,0.657820069,0,36,1,0,19011
21.45,Verified,19.15,0.495112945,0,60,2,3,18236
5.32,Not Verified,10.78,0.070507384,0,36,1,1,29845
12.62,Source Verified,8.93,0.651029567,0,36,2,0,65573
12.61,Not Verified,12.37,0.508514908,0,36,3,5,17737
10.91,Source Verified,3.85,0.243294118,0,36,1,1,2068
5.32,Source Verified,12.5,0.112624741,0,36,1,2,32334
7.96,Source Verified,1.64,0.027123731,0,36,3,1,2964
11.99,Not Verified,469.09,0.171709226,0,36,2,6,81424
6.08,Source Verified,23.15,0.233172155,0,36,2,0,61387
13.58,Verified,18.65,0.200901647,0,36,3,2,32041
7.35,Not Verified,23.46,0.537744767,0,36,2,1,31856
7.97,Not Verified,14.96,0.133634745,0,36,1,0,28523
10.42,Source Verified,12.23,0.101818869,0,36,1,0,26926
6.71,Source Verified,13.96,0.485102564,0,36,3,0,18919
5.31,Not Verified,10.4,0.043063861,0,36,3,0,13157
12.61,Not Verified,8.29,0.538385093,0,36,2,2,8668
25.82,Not Verified,25.76,0.175434459,0,36,1,1,49092
18.06,Source Verified,37.87,0.192859759,0,36,1,1,96351
9.44,Source Verified,12.31,0.50033465,1,36,1,1,29902
19.03,Not Verified,21.29,0.674243688,0,36,1,1,76824
5.32,Not Verified,20.76,0.152078638,0,36,1,2,40287
11.99,Source Verified,0.88,0.022075472,0,36,2,6,117
7.96,Not Verified,20.44,0.311426636,0,36,3,0,12875
18.45,Source Verified,32.67,0.094008776,0,36,3,2,37384
28.72,Verified,75.45,0.306385962,0,60,3,4,54196
9.92,Not Verified,26.11,0.373129343,0,60,3,1,69264
7.96,Source Verified,10.83,0.806378317,0,36,3,1,59622
13.58,Not Verified,15.81,0.277218045,0,36,2,2,11061
7.34,Source Verified,28.19,0.847399903,0,36,3,1,68425
9.43,Source Verified,18.5,0.173846744,0,36,3,12,16303
15.05,Verified,18.73,0.638825542,0,36,2,0,8964
11.98,Not Verified,5.78,0.86256,0,36,2,2,10782
13.59,Verified,29.4,0.624870135,1,36,1,4,70371
14.08,Verified,22.67,0.414544317,0,36,2,2,11931
14.07,Source Verified,21.34,0.615091443,0,60,3,1,45673
16.01,Not Verified,16.65,0.798110236,0,36,3,5,25340
9.43,Verified,83.4,0.652106198,0,36,3,1,80391
9.93,Not Verified,14.31,0.454911243,0,36,1,1,7688
12.61,Source Verified,14.22,0.6450733,0,60,2,2,57467
14.08,Source Verified,29.67,0.47280122,0,60,2,0,32550
16.02,Verified,24.71,0.213998199,1,60,1,2,24243
19.03,Verified,17.59,0.668015748,1,60,1,2,42419
9.93,Source Verified,30.97,0.601197619,0,60,2,0,104716
7.96,Not Verified,16.27,0.18076214,1,36,3,8,73634
10.91,Source Verified,4.57,0.584181702,1,36,1,1,51415
18.06,Source Verified,19.45,0.633236152,0,60,1,1,64074
5.31,Not Verified,14.49,0.547274776,0,36,2,0,45646
11.98,Verified,13.23,0.097043344,0,60,3,3,31217
21.85,Verified,32.77,0.562925359,0,36,3,1,60877
7.35,Verified,25.01,0.102242063,0,36,1,1,26636
9.93,Source Verified,11.39,0.079946495,0,60,1,3,30541
6.08,Not Verified,20.28,0.104894884,1,36,2,1,39906
16.01,Verified,17.78,0.470253949,0,36,3,7,33017
10.9,Source Verified,4.4,0.69038806,0,36,3,2,11564
7.35,Source Verified,3.92,0.198612518,0,36,1,6,17063
9.93,Source Verified,27.4,0.100765845,0,60,1,0,161087
6.72,Verified,16.53,0.058344004,0,36,1,0,37181
9.92,Not Verified,11.08,0.186217674,0,36,3,1,73526
21.45,Verified,18.36,0.439363993,0,60,2,0,14894
21.85,Source Verified,10.72,0.572630206,0,60,3,2,16679
20,Verified,21.34,0.299540659,0,36,1,8,76949
10.9,Source Verified,25.76,0.682222819,0,36,3,0,61003
13.58,Not Verified,21.93,0.551204819,0,36,2,1,28548
21.85,Source Verified,5.36,0.561168545,0,60,3,4,27738
10.9,Not Verified,28.28,0.891452154,0,36,3,11,116429
10.42,Source Verified,6.84,0.661161069,1,36,1,4,32424
22.91,Source Verified,29.53,0.167796146,0,36,2,3,55116
12.62,Source Verified,9.08,0.513043478,0,36,1,0,4720
14.07,Not Verified,33.62,0.162275318,1,36,2,3,61472
15.05,Source Verified,28.61,0.737588879,0,36,1,2,207677
9.93,Not Verified,20.12,0.182175247,0,60,1,1,35575
16.01,Verified,29.49,0.582368508,1,36,3,1,31689
12.62,Not Verified,33.14,0.119868204,0,60,1,5,82328
7.35,Not Verified,15.09,0.088501891,0,36,2,2,13269
15.04,Verified,17.75,0.310442206,0,60,3,2,72225
9.44,Source Verified,41.44,0.523045999,0,36,2,6,22378
16.01,Verified,5.74,0.600989011,0,36,2,3,10938
10.9,Verified,11.24,0.561262136,0,36,3,0,5781
6.72,Source Verified,37.03,0.217443022,0,36,2,1,65077
9.93,Source Verified,18.18,0.070724673,0,36,1,5,54831
11.99,Source Verified,13.67,0.211321624,0,36,1,1,82538
9.93,Not Verified,13,0.527846671,0,36,2,4,69595
10.41,Source Verified,24.29,0.741221961,1,36,3,2,61726
13.59,Verified,24.81,0.537254694,0,36,1,0,263885
15.05,Not Verified,20.96,0.109161057,1,36,2,0,9535
14.08,Verified,16.34,0.622814152,1,60,1,1,30630
19.03,Source Verified,13.97,0.770869565,0,36,2,0,15957
6.08,Not Verified,22.08,0.277695436,0,36,2,0,16113
11.99,Not Verified,23.05,0.222706069,0,36,2,2,18667
5.31,Not Verified,10.97,0.085791748,0,36,2,1,30916
12.62,Source Verified,34.55,0.326538147,0,60,2,1,141504
13.59,Verified,12.89,0.411243353,0,36,1,0,16240
13.59,Source Verified,15.26,0.305778798,0,36,1,3,11985
11.98,Source Verified,34.83,0.942281879,1,36,3,3,94068
14.08,Not Verified,37.22,0.295390366,0,36,1,0,121863
15.05,Not Verified,12.47,0.760772727,0,36,1,0,50211
12.62,Not Verified,9.76,0.473859657,0,36,1,1,11230
10.9,Source Verified,4.57,0.044464378,0,60,3,0,5750
10.9,Not Verified,12.33,0.254068337,0,60,2,1,266631
6.72,Source Verified,9.43,0.450672963,0,36,1,3,38172
9.92,Not Verified,10.07,0.650404624,0,36,3,0,33756
16.02,Source Verified,12.22,0.834967742,0,60,1,0,38826
9.43,Not Verified,2.2,0.410555556,0,36,3,0,5173
11.99,Source Verified,19.66,0.409585032,0,60,2,5,136733
13.59,Not Verified,37.95,0.548360987,0,60,2,1,31165
6.72,Verified,20.57,0.300885827,0,36,1,0,48912
13.58,Not Verified,28.46,0.528153783,0,36,2,0,43466
9.92,Source Verified,13.63,0.446551724,0,36,3,0,16835
10.41,Not Verified,14.91,0.410555235,0,36,3,1,112977
10.91,Not Verified,5.3,0.5928,0,36,2,0,4446
12.61,Verified,32.85,0.71050429,0,60,3,3,61119
10.91,Source Verified,10.94,0.354637973,0,36,1,4,22511
6.07,Not Verified,10.15,0.687819396,0,36,3,1,35129
10.42,Not Verified,11.12,0.313978344,0,36,2,0,17920
9.43,Verified,17.84,0.152995992,0,36,3,6,58515
6.08,Verified,58.92,0.074999046,0,36,3,1,23583
10.91,Source Verified,21.6,0.208632561,0,60,2,4,59178
6.07,Not Verified,19.4,0.276210696,0,36,3,1,102778
9.44,Not Verified,23.57,0.135846698,0,60,2,3,63476
16.02,Verified,14.66,0.715794393,0,36,2,0,7659
10.42,Source Verified,6.07,0.06452634,0,36,1,2,12843
9.44,Not Verified,25.17,0.183770049,0,60,1,4,73626
7.34,Not Verified,7.88,0.740638298,0,36,2,0,24367
19.42,Verified,16.89,0.150588166,0,36,3,2,81712
15.05,Source Verified,14.26,0.652697202,0,36,1,0,33189
16.02,Source Verified,8.88,0.224635583,0,60,2,0,11635
16.02,Source Verified,16.06,0.660299544,0,60,3,0,27378
14.07,Not Verified,10.52,0.610342547,0,60,3,2,42442
10.41,Verified,18.42,0.086529812,0,36,3,1,41941
14.08,Verified,32.34,0.745735474,0,36,1,4,56614
11.99,Not Verified,30.83,1.226907865,1,36,2,0,125947
10.42,Not Verified,11.96,0.663401871,0,60,1,0,57302
13.59,Verified,44.07,0.758230779,0,60,3,1,81205
6.08,Source Verified,32.48,0.166122625,0,36,1,4,56744
6.71,Not Verified,29.87,0.609177027,0,36,3,0,122698
10.42,Not Verified,19.24,0.685302342,0,36,1,3,43871
7.34,Not Verified,19.76,0.209820144,0,36,3,1,5833
17.47,Verified,20.68,0.413060389,0,36,3,0,10089
9.93,Not Verified,9.94,0.114295871,0,36,1,0,69767
17.09,Source Verified,1.43,0.436318817,0,60,1,6,13806
12.62,Source Verified,20.38,0.189673553,0,60,1,0,90204
21.45,Verified,1.12,0.201960784,0,60,1,5,1030
7.97,Verified,36.35,0.222151205,0,36,1,2,9732
9.93,Verified,7.19,0.419248454,0,60,3,2,39663
7.96,Not Verified,6.65,0.507225806,0,36,2,0,7862
6.72,Not Verified,28.74,0.465978785,0,36,2,0,41864
16.01,Source Verified,30.81,0.242122184,0,60,3,6,81639
7.96,Not Verified,7.42,0.489709229,0,36,3,1,19368
10.42,Not Verified,21.62,0.284490541,0,36,2,5,59248
6.08,Not Verified,6.24,0.094105851,0,36,1,1,14735
6.72,Not Verified,22.18,0.697727756,0,36,1,1,104955
5.31,Verified,25.63,0.115465143,0,36,2,0,13015
10.42,Not Verified,34,0.117362374,0,36,1,1,31307
25.81,Source Verified,36.74,0.414955643,1,60,3,0,42845
7.35,Source Verified,27.23,0.403584521,0,36,2,0,39632
10.9,Source Verified,5.85,0.144975457,0,60,3,3,15565
5.32,Source Verified,16.24,0.203615238,0,36,2,0,62911
16.02,Verified,18.24,0.2157233,0,36,1,1,50495
9.92,Verified,25.05,0.652385971,0,36,3,0,58185
6.71,Source Verified,2.69,0.113230684,0,36,2,1,8957
14.08,Source Verified,27.97,0.574042875,0,36,1,1,37140
9.44,Source Verified,18.2,0.747189423,1,36,1,9,81948
16.02,Source Verified,20.61,0.122381202,0,36,2,3,93966
10.42,Source Verified,10.96,0.492964538,0,36,1,3,11246
7.97,Not Verified,20.5,0.536390102,0,36,2,1,40535
16.02,Not Verified,20.45,0.753630575,0,36,2,5,93151
9.43,Source Verified,18.04,0.262900825,0,36,2,2,62868
11.98,Not Verified,12.56,0.063674972,0,36,2,1,35459
10.9,Not Verified,29.25,0.345396242,0,60,3,0,248381
6.71,Source Verified,10.5,0.44426087,0,36,3,0,20436
6.71,Not Verified,13.44,0.506815257,0,36,3,0,46478
19.03,Source Verified,16.96,0.508768413,0,36,1,1,162435
23.88,Verified,16.77,0.709715377,0,60,1,4,31967
10.9,Source Verified,8.47,0.114247592,0,36,3,5,21920
19.03,Verified,9.8,1.01875,0,60,2,0,61940
6.72,Source Verified,23.86,0.869655396,0,36,2,0,75053
9.44,Source Verified,13.06,0.696123147,0,36,2,1,37851
5.31,Not Verified,9.01,0.229833851,0,36,2,2,31470
14.07,Source Verified,23.08,0.234022866,0,60,2,2,73094
13.58,Not Verified,10.85,0.412046308,1,36,3,4,13169
14.08,Source Verified,29.68,0.530698156,0,36,1,4,29752
9.43,Not Verified,9.23,0.248025078,0,36,3,4,7912
10.91,Not Verified,28.75,0.17360279,0,36,2,3,45056
16.02,Verified,23.02,0.648848501,0,36,1,0,69759
18.06,Source Verified,1.2,0.112037037,0,36,2,1,1210
5.31,Source Verified,10.12,0.230778499,0,36,2,0,68952
11.99,Not Verified,16.31,0.608022222,0,60,2,1,27361
28.72,Source Verified,25.67,0.163198877,1,60,1,1,43720
16.01,Source Verified,5.81,0.072898393,0,36,3,1,33577
10.91,Source Verified,23.6,0.441868023,1,36,1,12,176764
12.62,Source Verified,1.85,0.423809524,0,36,2,3,2670
22.91,Source Verified,3.41,0.4772,0,60,1,3,3579
17.09,Source Verified,22.87,0.763309036,0,36,1,0,50370
10.42,Source Verified,15.57,0.570629328,0,36,1,1,149728
7.97,Source Verified,11.37,0.134552442,0,36,1,3,22898
14.08,Not Verified,9.38,0.079044823,0,36,2,2,21003
7.34,Not Verified,11.3,0.661193775,0,36,3,4,34794
7.34,Not Verified,20.37,0.148604372,0,60,2,0,34334
11.99,Not Verified,15.97,0.38488764,0,36,2,1,6851
11.99,Not Verified,12.84,0.364717391,0,60,1,1,16777
10.91,Not Verified,20.66,0.272507508,0,36,1,0,21869
9.44,Not Verified,34.84,0.29516698,0,60,1,7,114121
6.72,Not Verified,5.95,0.249404973,0,36,2,0,4925
18.45,Source Verified,13.79,0.378339384,0,60,3,2,24387
10.42,Verified,11.07,0.368483842,0,60,1,1,165555
17.09,Source Verified,5.6,0.555902778,0,36,2,0,32020
16.01,Not Verified,23.88,0.660673724,0,36,2,17,61662
15.04,Not Verified,20.23,0.620378769,1,36,3,2,22570
30.17,Source Verified,8.1,0.234384427,0,60,3,5,139072
7.97,Source Verified,5.53,0.289784129,0,36,2,1,9531
9.44,Source Verified,20.48,0.65023043,0,36,1,4,20176
12.61,Source Verified,21.14,0.168112581,0,60,3,3,57126
16.02,Source Verified,17.27,0.755115645,0,60,2,2,52106
14.08,Source Verified,20.05,0.271820015,0,60,1,0,82773
10.91,Verified,6.37,0.024389439,0,36,1,2,8868
17.47,Source Verified,5.01,0.361398485,0,60,3,5,7825
17.09,Source Verified,34.44,0.50437087,0,60,1,2,152262
17.47,Source Verified,1.75,0.185545713,0,60,3,4,52723
10.42,Source Verified,18.36,0.195040276,0,60,2,0,96393
10.91,Source Verified,4.01,0.035941415,0,36,2,2,4346
6.07,Not Verified,38.05,0.279868637,0,36,3,1,58546
16.02,Source Verified,15.1,0.638397868,0,60,1,3,51753
22.91,Verified,19.54,0.138204714,0,60,2,1,28645
11.99,Not Verified,11.2,0.451065839,0,36,1,1,12421
12.61,Source Verified,10.23,0.468004535,0,60,3,1,20639
19.03,Source Verified,7.27,0.639429212,0,60,1,5,16535
15.04,Source Verified,17.81,0.784408035,0,60,3,0,60179
6.07,Source Verified,28.04,0.766864757,0,36,3,2,87362
14.08,Source Verified,12.55,0.861311969,1,36,1,1,62893
10.9,Source Verified,55.73,0.572690234,0,60,3,0,70422
6.07,Source Verified,2.38,0.032779859,0,36,3,0,5660
10.91,Not Verified,21.3,0.473430466,0,36,1,4,35548
6.72,Not Verified,27.06,0.257206476,0,36,2,1,27723
9.44,Source Verified,18.33,0.091795659,0,60,2,1,22713
25.81,Source Verified,28.33,0.817097547,0,60,3,1,73989
12.61,Not Verified,15.43,0.793550859,0,36,3,0,47644
12.61,Not Verified,12.45,0.492808308,1,60,2,5,28472
7.35,Source Verified,34.2,0.319188471,0,36,2,0,14773
20,Not Verified,31.52,0.284258991,0,60,1,3,127493
24.84,Not Verified,12.72,0.122207172,0,60,3,4,23908
6.08,Not Verified,13.89,0.415775714,0,36,1,1,58683
11.99,Verified,0.94,0.938,0,36,2,0,469
9.44,Not Verified,14.42,0.521374546,0,60,1,12,308953
5.32,Not Verified,8.35,0.469923077,0,36,2,3,12218
9.92,Source Verified,20.77,0.401660994,0,60,3,8,120136
21.45,Verified,21.93,0.806041011,0,36,2,2,55346
12.61,Source Verified,4.3,0.016923728,0,60,3,0,5720
14.08,Verified,17.47,0.055138662,0,36,2,3,3887
10.9,Not Verified,16.55,0.119900954,0,36,3,1,46776
15.05,Not Verified,2.97,0.972692308,0,36,1,1,7587
11.98,Not Verified,8.12,0.503901138,1,36,2,0,20021
10.91,Source Verified,15.06,0.984462581,0,36,1,1,53920
14.07,Not Verified,11.5,0.176840093,0,36,3,0,39047
17.09,Source Verified,31.58,0.740032181,0,60,1,0,66688
30.75,Verified,20.98,0.881632047,0,36,3,3,100931
29.69,Verified,27.2,0.967059622,0,60,3,2,116815
11.98,Verified,18.49,0.214313996,0,36,3,4,57916
5.32,Not Verified,7.79,0.096549589,0,36,2,0,19649
13.59,Source Verified,19.35,0.361726903,0,60,1,0,49392
15.05,Source Verified,24.08,0.279319376,0,60,1,0,72737
14.08,Not Verified,21.07,0.561020144,0,60,1,0,56842
19.03,Not Verified,20.7,0.196279634,0,60,2,1,51091
13.59,Source Verified,26.78,0.26226456,0,60,1,0,64093
12.61,Not Verified,15.59,0.166937813,0,36,3,3,47920
18.06,Source Verified,12.52,0.51666338,0,36,1,2,13100
14.08,Not Verified,14.82,0.741980357,0,36,2,0,17602
18.06,Source Verified,31.5,0.184497509,0,36,3,9,58875
6.07,Not Verified,49.05,0.504865693,0,36,3,1,74448
11.99,Source Verified,33.46,0.478236303,0,36,1,0,93950
5.31,Source Verified,7.64,0.870988635,0,36,3,1,157338
10.42,Not Verified,6.14,0.445883534,0,60,1,1,22205
6.08,Source Verified,7.16,0.142415094,0,36,1,1,3774
18.06,Source Verified,18.23,0.67748792,1,60,1,1,47811
15.05,Verified,23.47,0.166197627,0,36,1,1,59056
6.72,Not Verified,14.11,0.046476846,0,36,2,0,14854
12.62,Source Verified,23.69,0.14137983,1,36,1,0,30966
6.07,Verified,8.97,0.339470719,0,36,3,3,81032
5.32,Not Verified,35.76,0.187677046,0,36,2,0,34054
7.34,Not Verified,3.81,0.060962129,0,36,3,0,2978
9.93,Source Verified,19.43,0.354806432,0,36,2,6,195735
15.04,Source Verified,10.79,0.096613779,0,60,3,4,44549
6.07,Source Verified,10.05,0.071078772,0,36,3,0,16343
10.41,Not Verified,21.09,0.154666385,0,60,3,1,52682
5.32,Not Verified,5.8,0.070937723,0,60,1,1,26375
16.01,Not Verified,7.56,0.632857143,0,36,3,2,8860
28.72,Source Verified,27.81,0.688994041,0,60,2,1,39314
7.35,Not Verified,18.25,0.337317251,0,36,2,0,46145
5.31,Not Verified,17.33,0.100792452,0,36,3,0,28160
6.72,Source Verified,1.03,0.101555556,0,36,2,0,914
7.97,Not Verified,59.44,0.281224205,0,36,1,5,84151
15.04,Source Verified,14.04,0.065717362,0,60,3,3,24474
21.45,Source Verified,19.23,0.908157929,0,60,1,2,41679
14.07,Not Verified,22.64,0.646706309,0,60,3,1,55792
6.72,Not Verified,15.33,0.212067124,1,36,1,4,68317
11.99,Source Verified,5.92,0.469387755,0,36,1,1,4600
10.9,Source Verified,9.78,0.635937321,0,60,3,0,22240
6.72,Source Verified,11.29,0.261333871,1,36,1,0,29831
9.92,Not Verified,23.3,0.323608247,1,36,3,3,12556
7.97,Not Verified,24.93,0.280767304,0,36,1,1,28029
7.34,Verified,17.43,0.601850093,0,36,3,1,31685
9.92,Not Verified,3.05,0.559238095,0,36,3,0,5872
9.43,Verified,5.16,0.659151041,0,36,3,0,45840
10.42,Source Verified,7.17,0.829444444,0,36,2,1,4479
16.02,Verified,28.63,0.897357578,0,36,2,8,143955
6.08,Source Verified,12.13,0.262669256,0,36,1,1,28943
20.39,Not Verified,3.62,0.569871795,0,36,2,0,4445
13.59,Source Verified,5.98,0.038932715,0,36,2,2,7551
9.44,Source Verified,16.19,0.158413369,0,60,1,0,20931
10.42,Not Verified,16.11,1.046920119,0,36,1,1,69973
9.92,Not Verified,7.91,0.04414435,1,60,3,1,16799
11.99,Not Verified,12.52,0.510893617,0,60,1,0,24012
6.72,Not Verified,17.83,0.555918367,0,36,3,0,41541
18.06,Verified,32.42,0.271811125,0,36,2,5,122128
9.93,Not Verified,144.3,0.081495627,1,60,1,4,26885
10.42,Verified,13.74,0.100005552,0,36,1,1,59440
14.08,Verified,26.78,0.710562594,0,36,1,0,10824
9.43,Source Verified,17.63,0.209813675,0,60,3,2,92416
16.02,Verified,17.6,0.777473344,0,36,3,6,47104
6.72,Not Verified,18.25,0.44433303,0,36,2,0,28803
9.43,Not Verified,18,0.315716306,1,36,3,2,13172
7.35,Not Verified,20.7,0.301933491,0,36,1,2,68804
6.08,Not Verified,12.58,0.692373634,0,36,1,1,67037
6.08,Not Verified,13.11,0.597427263,0,36,1,7,37433
10.91,Not Verified,17.39,0.907566703,0,36,1,2,72589
17.09,Source Verified,18.7,0.141746818,1,60,1,4,27721
19.42,Not Verified,5.31,0.097213991,0,60,2,1,28707
11.99,Verified,35.08,0.724931528,1,60,2,0,57171
13.58,Not Verified,21.44,0.065476685,1,36,3,6,14981
11.99,Source Verified,18.63,0.57297235,0,36,1,5,24867
13.59,Source Verified,17.68,0.900411323,0,60,1,0,37214
9.44,Source Verified,13.88,0.823053254,0,36,2,4,64464
17.09,Not Verified,19.2,0.084942706,1,36,1,0,22172
11.98,Not Verified,27.64,0.592243596,0,60,3,0,36391
20.39,Not Verified,37.44,0.58940059,0,36,3,3,31151
26.3,Verified,37.62,0.559868939,1,60,2,0,34858
13.59,Not Verified,11.6,0.062501759,0,60,2,0,17763
9.93,Source Verified,15.14,0.886810056,0,36,2,1,35170
10.41,Source Verified,10.88,0.78040094,0,36,3,0,56096
12.62,Not Verified,3.23,0.322063492,0,36,2,0,2029
17.09,Not Verified,9.9,0.704307692,0,36,1,1,4578
6.07,Source Verified,10.78,0.318960347,0,36,3,1,14358
24.85,Verified,26.08,0.377241919,1,60,1,2,185620
10.91,Source Verified,12.63,0.25624537,0,36,1,4,8647
5.31,Source Verified,2.91,0.01090068,0,36,3,0,3412
6.08,Source Verified,7.11,0.258598133,0,36,1,1,32219
6.07,Not Verified,19.22,0.267246982,0,36,3,0,69078
9.43,Source Verified,8.7,0.475674967,0,36,3,2,112441
14.07,Verified,11.05,0.977559809,0,36,3,0,20431
17.09,Verified,21.93,0.177954939,0,36,1,0,10268
11.98,Source Verified,20.08,0.147573775,0,60,3,2,38806
14.07,Verified,23.56,0.557477477,1,36,3,0,24752
9.92,Not Verified,20.61,0.080808198,1,60,3,2,13878
5.32,Verified,14.4,0.101510445,0,36,3,2,18952
16.02,Not Verified,12.46,0.861669643,1,60,1,4,59824
17.47,Source Verified,26.14,0.311055233,0,60,3,1,110838
9.43,Source Verified,16.43,0.190126932,0,36,3,0,46868
16.02,Source Verified,31.45,0.721249694,0,36,2,0,38276
9.93,Verified,46.06,0.798170569,1,36,2,7,107852
9.93,Source Verified,18.63,0.341195255,1,60,2,4,52353
9.93,Source Verified,5.3,0.507395611,0,36,1,0,25968
10.9,Source Verified,6.18,0.082372281,0,60,3,2,32720
10.42,Not Verified,19.73,0.737876136,0,36,2,0,26140
11.99,Not Verified,25.74,0.265045613,0,36,1,1,88847
26.3,Verified,2.05,0.228214286,0,60,1,3,2556
